Country,ISO code,Period,Reference ,,Total fertility,Age-specific fertility rates,,,,,,,Mean age at childbearing ,Source type,Source,Survey name,Note on country or population,Note on age,Note on methods,Note on population data used in denominator,
San Marino,674,Latest,2004,,1,1,16,60,123,62,9,1,32,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Sao Tome and Principe,678,Around 1985,1981,,7,145,343,330,288,215,111,15,29,Census,National statistics,,,,,,
Sao Tome and Principe,678,Around 1995,1991,,5,107,262,251,203,152,89,12,29,Census,National statistics,,,,,,
Sao Tome and Principe,678,Around 2005,2001,,4,91,216,202,185,154,64,20,29,Census,National statistics,,,,,,
Sao Tome and Principe,678,Latest,2007,2005-2008,4,93,212,210,200,170,87,8,29,Survey,DHS,Sao Tome and Principe 2008-2009 Demographic and Health Survey,,,,,
Saudi Arabia,682,Around 1985,1986,1985-1987,6,55,236,328,273,251,111,37,31,Survey,GCHS,Saudi Arabia 1987 Child Health Survey,Data pertain to nationals only.,,,,
Saudi Arabia,682,Around 1995,1994,1992-1996,6,61,224,287,264,195,119,70,31,Survey,GFHS,Saudi Arabia 1996 Family Health Survey,Data pertain to nationals only.,,,,
Saudi Arabia,682,..,1999,1998-1999,3,28,122,173,175,167,86,34,32,Survey,National statistics,Saudi Arabia 1999 Demographic Survey,Data pertain to nationals only.,,,,
Saudi Arabia,682,Around 2005,2004,,3,15,66,228,118,98,59,23,31,Census,UNSD,,Data pertain to nationals only.,,,,
Saudi Arabia,682,Latest,2006,2006-2007,3,7,62,267,125,115,50,28,31,Survey,National statistics,Saudi Arabia 2007 Demographic Survey,Data pertain to nationals only.,,,,
Senegal,686,Around 1970,1970,,6,165,290,272,228,161,109,63,29,Survey,National statistics,Senegal 1970-1971 Enquête démographique,,,,,
Senegal,686,Around 1985,1984,1983-1986,6,154,270,271,261,196,89,36,29,Survey,DHS,Senegal 1986 Demographic and Health Survey,,,,,
Senegal,686,Around 1995,1995,1994-1997,5,103,219,240,245,186,99,41,30,Survey,DHS,Senegal 1997 Demographic and Health Survey,,,,,
Senegal,686,Around 2005,2003,2002-2005,5,101,212,248,226,169,75,21,29,Survey,DHS,Senegal 2005 Demographic and Health Survey,,,,,
Senegal,686,Latest,2009,2008-2011,4,93,201,241,219,156,73,13,29,Survey,MICS,Senegal  2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,,,,,
Serbia,688,Around 1970,1970,,2,63,165,120,64,28,9,2,26,Registration,National statistics,,,,,,
Serbia,688,Around 1985,1985,,2,50,163,133,63,27,8,1,26,Registration,National statistics,,,,,,
Serbia,688,Around 1995,1997,,1,29,134,112,64,24,4,0,26,Registration,National statistics,,,,,,
Serbia,688,Around 2005,2005,,1,24,82,94,63,23,4,0,27,Registration,National statistics,,Excluding data for Kosovo and Metohia.,,,,
Serbia,688,Latest,2011,,1,19,61,87,71,30,5,0,28,Registration,National statistics,,Excluding data for Kosovo and Metohia.,,,,
Seychelles,690,Around 1970,1970,,5,81,257,281,233,168,86,5,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Seychelles,690,Around 1985,1985,,3,74,181,175,124,73,22,0,27,Registration,UNSD,,,,,,
Seychelles,690,Around 1995,1995,,2,59,149,119,89,45,9,0,26,Registration,National statistics,,,,,,
Seychelles,690,Around 2005,2005,,2,59,118,114,83,52,13,1,27,Registration,National statistics,,,,,,
Seychelles,690,Latest,2011,,2,78,124,123,110,55,19,..,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Sierra Leone,694,Around 1970,1973,,6,212,296,280,210,169,81,54,28,Census,National statistics,,,,,,
Sierra Leone,694,Around 1985,1985,,6,200,280,270,210,160,80,50,28,Census,National statistics,,,,Adjusted estimate.,,
Sierra Leone,694,Around 1995,1992,1991-1992,6,178,302,325,252,152,54,58,28,Survey,National statistics,Sierra Leone 1992 Demographic and Social Situation,,,,,
Sierra Leone,694,Around 2005,2004,,6,136,258,266,231,186,89,54,29,Census,National statistics,,,,Adjusted estimate.,,
Sierra Leone,694,Latest,2006,2005-2008,5,146,222,217,187,145,71,36,29,Survey,DHS,Sierra Leone 2008 Demographic and Health Survey,,,,,
Singapore,702,Around 1970,1970,,3,26,139,210,138,75,27,5,29,Registration,UNSD,,,,,,
Singapore,702,Around 1985,1985,,1,10,67,125,87,31,4,0,28,Registration,UNSD,,,,,,
Singapore,702,Around 1995,1995,,1,7,48,133,115,44,7,0,29,Registration,UNSD,,,,,,
Singapore,702,Around 2005,2005,,1,7,32,81,88,36,6,0,30,Registration,National statistics,,,,,,
Singapore,702,Latest,2010,,1,5,25,75,95,48,7,0,31,Registration,UNSD,,Data pertain to resident population only.,,,,
Slovakia,703,Around 1970,1970,,2,39,195,137,70,30,8,1,26,Registration,Eurostat,,,,,,
Slovakia,703,Around 1985,1988,,2,47,192,116,48,16,3,0,25,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Slovakia,703,Around 1995,1995,,1,32,125,89,40,14,3,0,25,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Slovakia,703,Around 2005,2005,,1,20,61,88,59,21,4,0,27,Registration,UNSD,,,,,,
Slovakia,703,Latest,2010,,1,22,52,86,78,33,6,0,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Slovenia,705,Around 1970,1970,,2,42,152,112,70,33,10,1,26,Registration,UNSD,,,,,,
Slovenia,705,Around 1985,1985,,1,42,152,100,42,16,4,0,25,Registration,National statistics,,,,,,
Slovenia,705,Around 1995,1995,,1,13,82,97,48,15,2,0,27,Registration,UNSD,,,,,,
Slovenia,705,Around 2005,2005,,1,6,40,96,79,26,4,0,29,Registration,UNSD,,,,,,
Slovenia,705,Latest,2010,,1,5,42,112,108,42,6,0,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Solomon Islands,90,Around 1970,1973,1972-1974,7,146,296,328,305,225,141,42,30,Census,National statistics,,,,,,
Solomon Islands,90,Around 1985,1985,1984-1986,6,101,280,295,252,177,84,25,29,Census,National statistics,,,,,,
Solomon Islands,90,Around 1995,1998,1997-1999,4,69,229,252,208,130,49,16,29,Census,SPC,,,,,,
Solomon Islands,90,..,1999,1998-1999,4,80,201,229,190,123,49,18,29,Census,National statistics,,,,,,
Solomon Islands,90,Latest,2004,2002-2007,4,70,209,240,195,112,53,22,29,Survey,DHS,Solomon Islands 2006-2007 Demographic and Health Survey,,,,,
Somalia,706,Around 1970,1975,,6,58,248,321,293,256,132,89,31,Census,National statistics,,,,,,
Somalia,706,Around 1985,1982,1981-1982,7,100,264,335,282,236,151,89,31,Survey,National statistics,Somalia 1982 Labor Force Survey,,,,,
Somalia,706,Around 1995,1996,1994-1997,7,134,295,317,297,250,176,..,30,Survey,MICS,Somalia 2006 Multiple Indicator Cluster Survey,,,Data pertain to the period of 9 to 11 years before the survey.,,
Somalia,706,Around 2005,2002,2000-2003,8,143,326,364,297,262,147,109,30,Survey,MICS,Somalia 2006 Multiple Indicator Cluster Survey,,,Data pertain to the period of 3 to 5 years before the survey.,,
Somalia,706,Latest,2005,2003-2006,6,123,281,306,262,189,123,49,30,Survey,MICS,Somalia 2006 Multiple Indicator Cluster Survey,,,,,
South Africa,710,Around 1970,1970,,4,60,225,248,200,141,74,39,30,Estimate,National statistics,,,,,,
South Africa,710,Around 1985,1987,1985-1988,4,124,223,196,164,125,60,23,28,Survey,National statistics,South Africa 1987-1989 Demographic and Health Survey (national),,,,,
South Africa,710,Around 1995,1996,1995-1998,2,76,139,143,109,74,29,9,28,Survey,DHS,South Africa 1998 Demographic and Health Survey,,,,,
South Africa,710,Around 2005,2001,,2,66,127,144,121,76,31,10,28,Census,National statistics,,,,,,
South Africa,710,Latest,2006,,2,54,119,122,103,68,27,7,28,Survey,National statistics,South Africa 2007 Community Survey,,,,,
South Sudan,728,Latest,2008,,3,38,135,186,156,130,73,48,31,Census,National statistics,,Data pertain to pre-secession Southern Sudan.,,,,
Spain,724,Around 1970,1970,,2,14,122,193,128,77,26,3,29,Registration,UNSD,,,,,,
Spain,724,Around 1985,1985,,1,18,72,116,75,34,10,1,28,Registration,National statistics,,,,,,
Spain,724,Around 1995,1995,,1,8,28,80,84,31,5,0,30,Registration,UNSD,,,,,,
Spain,724,Around 2005,2005,,1,11,31,64,100,53,9,0,30,Registration,UNSD,,,,,,
Spain,724,Latest,2010,,1,11,35,62,96,62,12,1,31,Registration,UNSD,,,,,,
Sri Lanka,144,Around 1970,1970,,4,38,172,238,219,134,38,6,29,Registration,National statistics,,,,,,
Sri Lanka,144,Around 1985,1985,1984-1987,2,32,140,160,112,67,22,3,28,Survey,DHS,Sri Lanka 1987 Demographic and Health Survey,,,,,
Sri Lanka,144,Around 1995,1998,1995-2000,1,27,83,118,98,40,8,1,28,Survey,National statistics,Sri Lanka 2000 Demographic and Health Survey (national),,,,,
Sri Lanka,144,Around 2005,2005,2003-2006,2,28,103,147,122,57,14,1,28,Survey,DHS,Sri Lanka 2006-2007 Demographic and Health Survey,,,,,
Sri Lanka,144,Latest,2006,,2,24,91,142,120,63,17,2,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
State of Palestine,275,Around 1970,1970,,7,54,242,340,343,330,129,56,31,Registration,National statistics,,,,,,
State of Palestine,275,Around 1985,1988,1985-1990,6,101,294,324,285,202,74,15,29,Survey,National statistics,State of Palestine 1995 Demographic Survey,,,Data pertain to the period of 5 to 9 years before the survey.,,
State of Palestine,275,Around 1995,1993,1990-1995,6,118,305,311,272,190,73,6,28,Survey,National statistics,State of Palestine 1995 Demographic Survey,,,,,
State of Palestine,275,..,1998,1997-1999,4,88,248,247,206,144,50,4,28,Survey,National statistics,State of Palestine 2000 Health Survey,,,,,
State of Palestine,275,Latest,2006,,4,60,233,248,204,133,50,8,29,Survey,PAPFAM,State of Palestine 2006 Family Health Survey,,,,,
Sudan,729,..,1976,1974-1979,6,118,265,268,252,151,107,70,30,Survey,WFS,Sudan 1978-1979 World Fertility Survey,Data pertain to pre-secession Northern Sudan.,,,,
Sudan,729,Around 1985,1988,1987-1990,4,65,176,233,220,145,75,21,30,Survey,DHS,Sudan 1989-1990 Demographic and Health Survey,Data pertain to pre-secession Northern Sudan.,,,,
Sudan,729,..,1991,1990-1993,4,51,169,214,212,161,66,37,30,Survey,PAPCHILD,Sudan 1992-1993 Maternal and Child Health Survey,Data pertain to pre-secession Northern Sudan.,,,,
Sudan,729,Around 1995,1996,1994-1999,4,72,187,233,227,158,77,31,30,Survey,MICS,Sudan 1999 National Safe Motherhood Survey,Data pertain to pre-secession Northern Sudan.,,,,
Sudan,729,Latest,2008,,3,49,144,194,173,134,61,29,30,Census,National statistics,,Data pertain to pre-secession Northern Sudan.,,,,
Suriname,740,Around 1970,1970,,5,111,304,286,203,134,64,..,28,Registration,National statistics,,,,,,
Suriname,740,Around 1985,1986,,3,83,188,172,104,50,15,1,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Suriname,740,Around 1995,1995,,2,75,150,120,70,43,13,3,26,Registration,UNSD,,,,,,
Suriname,740,Around 2005,2005,,2,59,112,117,81,46,11,2,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Suriname,740,Latest,2007,,2,66,131,122,89,52,15,1,27,Registration,UNSD,,,,,,
Swaziland,748,Around 1970,1966,,6,120,290,295,267,203,127,79,30,Census,National statistics,,,,Adjusted estimate.,,
Swaziland,748,Around 1985,1986,1983-1988,4,129,224,211,198,129,67,33,29,Survey,National statistics,Swaziland 1988 CDC survey,,,,,
Swaziland,748,Around 1995,1997,,4,73,193,199,163,131,65,50,30,Census,UNSD,,,,,,
Swaziland,748,Around 2005,2005,2003-2006,3,111,203,164,159,99,30,4,27,Survey,DHS,Swaziland 2006-2007 Demographic and Health Survey,,,,,
Swaziland,748,Latest,2009,2007-2010,3,89,205,156,132,98,50,5,28,Survey,MICS,Swaziland 2010 Multiple Indicator Cluster Survey,,,,,
Sweden,752,Around 1970,1970,,1,34,120,129,70,27,6,0,26,Registration,UNSD,,,,,,
Sweden,752,Around 1985,1985,,1,11,81,132,86,31,5,0,28,Registration,UNSD,,,,,,
Sweden,752,Around 1995,1995,,1,9,67,127,98,41,7,0,29,Registration,UNSD,,,,,,
Sweden,752,Around 2005,2005,,1,6,47,110,125,55,11,0,30,Registration,UNSD,,,,,,
Sweden,752,Latest,2010,,1,6,50,120,137,69,13,1,30,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Switzerland,756,Around 1970,1970,,2,23,125,137,83,38,10,1,27,Registration,UNSD,,,,,,
Switzerland,756,Around 1985,1985,,1,7,66,126,78,22,3,0,28,Registration,UNSD,,,,Adjusted estimate.,,
Switzerland,756,Around 1995,1995,,1,6,52,113,94,33,5,0,29,Registration,UNSD,,,,,,
Switzerland,756,Around 2005,2005,,1,5,38,85,99,47,8,0,30,Registration,UNSD,,,,,,
Switzerland,756,Latest,2010,,1,4,35,87,117,60,11,1,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Syrian Arab Republic,760,Around 1970,1970,,7,83,357,389,335,236,123,12,29,Census,National statistics,,,,,,
Syrian Arab Republic,760,Around 1985,1985,1983-1987,5,105,241,283,235,158,84,25,29,Survey,PAPCHILD,Syrian Arab Republic 1987 Maternal and Child Health Survey,,,,,
Syrian Arab Republic,760,Around 1995,1999,1996-2001,3,58,165,189,177,121,42,17,29,Survey,PAPFAM,Syrian Arab Republic 2001 Family Health Survey,,,,,
Syrian Arab Republic,760,Around 2005,2004,,3,75,136,175,155,110,49,16,29,Census,National statistics,,,,,,
Syrian Arab Republic,760,Latest,2008,2006-2009,3,54,156,187,159,99,34,5,29,Survey,National statistics,Syrian Arab Republic 2009-2010 Family Health Survey ,Data pertain to nationals of the country.,,,,
Tajikistan,762,Around 1970,1970,1969-1970,5,40,261,268,251,216,109,36,30,Registration,National statistics,,,,,,
Tajikistan,762,Around 1985,1985,1984-1985,5,37,307,305,224,150,62,13,29,Registration,National statistics,,,,,,
Tajikistan,762,Around 1995,1994,,3,57,240,192,134,70,26,5,27,Registration,UNSD,,,,,,
Tajikistan,762,Around 2005,2002,2000-2003,3,46,240,215,152,83,50,..,28,Survey,LSMS,Tajikistan 2003 Living Standards Measurement Survey,,,,,
Tajikistan,762,Latest,2005,2004-2005,3,27,197,192,118,60,13,4,27,Survey,MICS,Tajikistan 2000 Multiple Indicator Cluster Survey,,,,,
Thailand,764,Around 1970,1969,1968-1970,6,72,256,286,229,198,152,29,30,Survey,National statistics,"Thailand 1969-1970 Longitudinal Study of Social, Economic and Demographic Change",,,,,
Thailand,764,Around 1985,1985,1984-1987,2,53,125,128,73,46,20,3,27,Survey,DHS,Thailand 1987 Demographic and Health Survey,,,,,
Thailand,764,Around 1995,1996,1995-1996,2,54,126,107,68,36,11,3,26,Survey,National statistics,Thailand 1995-1996 Survey of Population Change,,,,,
Thailand,764,Around 2005,2005,,1,43,79,83,58,27,7,1,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Thailand,764,Latest,2009,,1,47,71,77,57,27,7,0,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
The former Yugoslav Republic of Macedonia,807,Around 1970,1970,,2,41,194,183,104,49,16,3,27,Registration,Eurostat,,,,,,
The former Yugoslav Republic of Macedonia,807,Around 1985,1985,,2,48,179,145,65,22,6,1,25,Registration,National statistics,,,,,,
The former Yugoslav Republic of Macedonia,807,Around 1995,1995,,2,44,157,140,62,18,4,0,25,Registration,UNSD,,,,,,
The former Yugoslav Republic of Macedonia,807,Around 2005,2005,,1,20,75,96,55,17,3,0,27,Registration,UNSD,,,,,,
The former Yugoslav Republic of Macedonia,807,Latest,2010,,1,20,78,108,73,27,4,0,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Timor-Leste,626,Around 1970,1972,,5,..,..,..,..,..,..,..,..,Census,National statistics,,,,,,
Timor-Leste,626,Around 1985,1985,,4,..,..,..,..,..,..,..,..,Survey,National statistics,Timor-Leste 1985 Intercensal Survey,,,,,
Timor-Leste,626,Around 1995,1993,1991-1994,4,49,213,243,212,153,51,16,29,Survey,DHS,Indonesia 1994 Demographic and Health Survey,Data pertain to East Timor province.,,,,
Timor-Leste,626,Around 2005,2001,2000-2003,7,78,322,362,329,260,138,66,30,Survey,National statistics,Timor-Leste 2003 Demographic and Health Survey (national),,,,,
Timor-Leste,626,Latest,2008,2006-2009,5,51,221,276,254,197,89,46,30,Survey,DHS,Timor-Leste 2009-2010 Demographic and Health Survey,,,,,
Togo,768,Around 1970,1970,,6,122,292,288,245,194,117,71,30,Census,UNSD,,,,,,
Togo,768,Around 1985,1987,1985-1988,6,131,263,276,234,214,106,64,30,Survey,DHS,Togo 1988 Demographic and Health Survey,,,,,
Togo,768,Around 1995,1996,1995-1998,5,89,214,246,207,166,82,37,30,Survey,DHS,Togo 1998 Demographic and Health Survey,,,,,
Togo,768,Latest,2009,2009-2010,4,88,..,..,..,..,..,..,..,Survey,MICS,Togo 2010 Multiple Indicator Cluster Survey,,,,,
Tokelau,772,Around 1970,1970,,5,..,..,..,..,..,..,..,..,Estimate,National statistics,,,,,,
Tokelau,772,Around 1985,1986,1985-1986,3,40,183,219,181,67,55,0,29,Census,National statistics,,,,,,
Tokelau,772,Around 1995,1994,1991-1996,5,82,..,..,..,..,..,..,..,Census,SPC,,,,,,
Tokelau,772,..,1999,1997-2001,4,45,..,..,..,..,..,..,..,Census,SPC,,,,,,
Tonga,776,Around 1970,1969,1967-1971,6,41,232,316,283,213,114,32,31,Census,National statistics,,,,Estimates based on the own-children method.,,
Tonga,776,Around 1985,1986,,5,28,187,290,264,182,74,15,30,Census,National statistics,,,,,,
Tonga,776,Around 1995,1996,,4,17,160,239,209,139,59,8,30,Census,National statistics,,,,,,
Tonga,776,Around 2005,2003,,3,17,125,221,214,149,46,5,30,Registration,National statistics,,,,,,
Tonga,776,Latest,2006,,3,16,123,188,197,154,55,18,31,Census,National statistics,,,,,,
Trinidad and Tobago,780,Around 1970,1971,,3,85,200,194,132,83,28,4,27,Registration,National statistics,,,,,,
Trinidad and Tobago,780,Around 1985,1985,,3,79,180,171,122,69,18,2,27,Registration,UNSD,,,,,,
Trinidad and Tobago,780,Around 1995,1995,,1,44,106,92,74,36,9,1,27,Registration,UNSD,,,,,,
Trinidad and Tobago,780,Around 2005,2002,,1,35,96,91,63,32,8,0,27,Registration,CARICOM,,,,,,
Trinidad and Tobago,780,Latest,2006,,1,33,78,83,63,33,9,1,27,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Tunisia,788,Around 1970,1970,,6,46,254,302,274,206,96,40,30,Registration,UNSD,,,,,,
Tunisia,788,Around 1985,1985,,4,30,171,244,234,138,53,18,30,Registration,UNSD,,,,,,
Tunisia,788,Around 1995,1995,,2,13,91,149,141,88,33,8,30,Registration,UNSD,,,,,,
Tunisia,788,Around 2005,2005,,2,6,53,118,127,80,22,2,31,Registration,National statistics,,,,,,
Tunisia,788,Latest,2007,,2,6,54,119,127,78,24,2,31,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Turkey,792,..,1977,1975-1978,4,97,254,221,152,96,40,2,27,Survey,WFS,Turkey 1978 World Fertility Survey,,,,,
Turkey,792,Around 1985,1981,1978-1983,4,68,233,239,161,87,38,8,28,Survey,National statistics,Turkey 1983 Population and Health Survey,,,,,
Turkey,792,Around 1995,1997,1995-1998,2,60,163,150,93,42,13,1,26,Survey,DHS,Turkey 1998 Demographic and Health Survey,,,,,
Turkey,792,Around 2005,2007,2005-2008,2,35,126,133,91,36,10,1,27,Survey,National statistics,Turkey 2008 Demographic and Health Survey,,,,,
Turkey,792,Latest,2010,,1,30,108,120,85,43,10,2,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Turkmenistan,795,Around 1970,1970,1969-1970,5,34,271,276,250,213,110,31,30,Registration,National statistics,,,,,,
Turkmenistan,795,Around 1985,1985,1984-1985,4,20,238,294,197,126,50,9,29,Registration,National statistics,,,,,,
Turkmenistan,795,Around 1995,1999,1997-2000,2,30,184,195,105,48,14,1,27,Survey,DHS,Turkmenistan 2000 Demographic and Health Survey,,,,,
Turkmenistan,795,Around 2005,2003,,2,22,162,183,100,20,,,24,Registration,TransMONEE,,,Data shown for women aged 35-39 pertain to women aged 35-49. ,,,
Turkmenistan,795,Latest,2006,,2,21,155,182,98,19,,,24,Registration,TransMONEE,,,Data shown for women aged 35-39 pertain to women aged 35-49. ,,,
Turks and Caicos Islands,796,..,2001,,1,41,65,64,72,26,13,4,28,Census,CARICOM,,,,,,
Tuvalu,798,Around 1970,1970,1968-1972,4,40,213,200,172,125,52,3,29,Census,National statistics,,,,Estimates based on the own-children method.,,
Tuvalu,798,..,1979,,2,27,139,159,144,68,22,1,28,Census,National statistics,,,,,,
Tuvalu,798,Around 1995,1995,,3,19,122,205,168,127,33,..,30,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Tuvalu,798,..,2005,2002-2007,3,44,202,215,149,92,36,6,28,Survey,DHS,Tuvalu 2007 Demographic Health Survey (national),,,,,
Tuvalu,798,Latest,2005,,3,28,178,184,98,83,29,4,28,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Uganda,800,Around 1970,1969,1968-1969,7,198,341,322,253,189,87,35,28,Census,National statistics,,,,,,
Uganda,800,Around 1985,1987,1985-1988,7,188,325,329,271,234,93,37,29,Survey,DHS,Uganda 1988-1989 Demographic and Health Survey,,,,,
Uganda,800,Around 1995,1993,1992-1995,6,204,319,309,244,177,89,29,28,Survey,DHS,Uganda 1995 Demographic and Health Survey,,,,,
Uganda,800,Around 2005,2004,2003-2006,6,152,309,305,258,190,94,26,29,Survey,DHS,Uganda 2006 Demographic and Health Survey,,,,,
Uganda,800,Latest,2010,2008-2011,6,134,313,291,232,172,74,23,28,Survey,DHS,Uganda 2011 Demographic and Health Survey,,,,,
Ukraine,804,Around 1970,1970,,2,35,174,103,69,29,7,1,26,Registration,UNSD,,,,,,
Ukraine,804,Around 1985,1987,,2,52,169,111,52,21,4,0,25,Registration,UNSD,,,,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
Ukraine,804,Around 2005,2004,,1,29,93,71,35,12,2,0,25,Registration,UNSD,,,Age classification based on year of birth of mother rather than the exact age of mother at birth of child.,"Excluding infants born alive of less than 28 weeks' gestation, of less than 1 000 grams in weight and 35 centimeters in length, who die within seven days of birth.",,
Ukraine,804,Latest,2007,,1,30,94,79,46,17,3,0,26,Registration,UNSD,,,,"Data refer to births with weight 500g and more (if weight is unknown - with length 25 centimeters and more, or with gestation during 22 weeks or more).",The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United Arab Emirates,784,Around 1985,1987,1986-1987,5,55,201,259,288,191,128,60,31,Survey,GCHS,United Arab Emirates 1987-1988 Child Health Survey,Data pertain to nationals of the country.,,,,
United Arab Emirates,784,Around 1995,1999,,2,24,121,135,125,84,47,23,30,Registration,National statistics,,,,,,
United Arab Emirates,784,Around 2005,2006,,1,33,112,142,73,25,6,1,27,Registration,National statistics,,,,,,
United Arab Emirates,784,Latest,2009,,2,34,116,145,75,26,7,1,27,Registration,National statistics,,,,,,
United Kingdom,826,Around 1970,1970,,2,50,155,154,80,35,9,1,26,Registration,Eurostat,,,,,,
United Kingdom,826,Around 1985,1985,,1,30,95,128,77,24,5,0,27,Registration,UNSD,,,,,,
United Kingdom,826,Around 1995,1995,,1,28,76,108,87,36,6,0,28,Registration,UNSD,,,,,,
United Kingdom,826,Around 2005,2004,,1,26,71,95,100,49,10,0,29,Registration,UNSD,,,"Data tabulated by date of occurrence for England and Wales, and by date of registration for Northern Ireland and Scotland.",,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United Kingdom,826,Latest,2009,,1,25,74,108,110,59,12,1,29,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United Republic of Tanzania,834,Around 1970,1973,,7,152,336,325,263,200,102,43,29,Survey,National statistics,United Republic of Tanzania 1973 National Demographic Survey,,,,,
United Republic of Tanzania,834,Around 1985,1988,,6,100,270,286,260,209,115,59,30,Census,National statistics,,,,,,
United Republic of Tanzania,834,Around 1995,1995,1993-1996,5,135,260,255,217,167,87,42,29,Survey,DHS,United Republic of Tanzania 1996 Demographic and Health Survey,,,,,
United Republic of Tanzania,834,Around 2005,2003,2001-2004,5,132,274,254,218,156,79,18,28,Survey,DHS,United Republic of Tanzania 2004-2005 Demographic and Health Survey,,,,,
United Republic of Tanzania,834,Latest,2008,2007-2010,5,116,260,249,207,161,72,22,29,Survey,DHS,United Republic of Tanzania 2010 Demographic and Health Survey,,,,,
United States of America,840,Around 1970,1970,,2,63,168,145,73,32,8,0,26,Registration,National statistics,,,,,,
United States of America,840,Around 1985,1985,,1,51,109,111,68,24,4,0,26,Registration,UNSD,,,,,,
United States of America,840,Around 1995,1995,,2,57,110,112,83,34,7,0,26,Registration,UNSD,,,,,,
United States of America,840,Around 2005,2005,,2,40,102,115,96,46,9,1,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United States of America,840,Latest,2008,,2,41,103,115,99,47,10,1,28,Registration,UNSD,,,,,,
United States Virgin Islands,850,Around 1970,1970,,5,228,288,250,160,95,31,4,26,Registration,UNSD,,,,,,
United States Virgin Islands,850,Around 1985,1985,,2,79,173,162,99,41,12,0,26,Registration,UNSD,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United States Virgin Islands,850,Around 1995,1995,,2,81,145,151,98,55,11,1,26,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United States Virgin Islands,850,Around 2005,2002,,2,56,142,125,84,46,11,1,27,Registration,National statistics,,,,,The number of women by age is estimated by the United Nations Population Division and published in the World Population Prospects Revision 2010.,
United States Virgin Islands,850,Latest,2007,,2,53,147,146,94,49,8,3,27,Registration,UNSD,,,,,,
Uruguay,858,Around 1970,1970,,2,63,148,142,105,57,24,3,27,Registration,UNSD,,,,,,
Uruguay,858,Around 1985,1985,,2,56,130,137,100,56,18,2,27,Registration,UNSD,,,,,,
Uruguay,858,Around 1995,1996,,2,76,128,134,100,55,16,1,27,Registration,UNSD,,,,,,
Uruguay,858,Around 2005,2005,,1,60,91,96,83,48,13,1,27,Registration,UNSD,,,,Mid-year estimates have been adjusted for underenumeration at latest census.,,
Uruguay,858,Latest,2007,,1,59,92,92,86,48,12,1,27,Registration,UNSD,,,,,,
Uzbekistan,860,Around 1970,1970,,5,42,261,265,246,195,92,27,30,Registration,National statistics,,,,,,
